name,position,team,element,expected_goal_involvements,total_points
Francisco Jorge Tomás Oliveira,MID,Wolves,549,0,0
Francisco Jorge Tomás Oliveira,MID,Wolves,549,0,0
Francisco Jorge Tomás Oliveira,MID,Wolves,549,0,0
Luke Cundle,MID,Wolves,550,0,0
Luke Cundle,MID,Wolves,550,0,0
Luke Cundle,MID,Wolves,550,0,0
Craig Dawson,DEF,Wolves,551,0.14,2
Craig Dawson,DEF,Wolves,551,0.07,-1
Craig Dawson,DEF,Wolves,551,0,5
Fábio Silva,FWD,Wolves,552,0.34,1
Fábio Silva,FWD,Wolves,552,0.45,1
Fábio Silva,FWD,Wolves,552,0.31,2
Ryan Giles,DEF,Luton,553,0.22,0
Ryan Giles,DEF,Luton,553,0.1,1
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,554,0,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,554,0,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,554,0,0
Joe Hodge,MID,Wolves,555,0,0
Joe Hodge,MID,Wolves,555,0,0
Joe Hodge,MID,Wolves,555,0,0
Ki-Jana Hoever,DEF,Wolves,556,0,0
Ki-Jana Hoever,DEF,Wolves,556,0,0
Ki-Jana Hoever,DEF,Wolves,556,0,0
Hwang Hee-chan,MID,Wolves,557,0.69,1
Hwang Hee-chan,MID,Wolves,557,0.55,5
Hwang Hee-chan,MID,Wolves,557,0,1
Raúl Jiménez,FWD,Fulham,558,0.09,1
Raúl Jiménez,FWD,Fulham,558,0.15,2
Raúl Jiménez,FWD,Fulham,558,0.2,1
João Victor Gomes da Silva,MID,Wolves,559,0.04,2
João Victor Gomes da Silva,MID,Wolves,559,0.09,1
João Victor Gomes da Silva,MID,Wolves,559,0.06,2
Jonathan Castro Otto,DEF,Wolves,560,0,0
Jonathan Castro Otto,DEF,Wolves,560,0,0
Jonathan Castro Otto,DEF,Wolves,560,0,0
Bruno Cavaco Jordão,MID,Wolves,561,0,0
Bruno Cavaco Jordão,MID,Wolves,561,0,0
Bruno Cavaco Jordão,MID,Wolves,561,0,0
Sasa Kalajdzic,FWD,Wolves,562,0,1
Sasa Kalajdzic,FWD,Wolves,562,0,0
Sasa Kalajdzic,FWD,Wolves,562,0.27,6
Max Kilman,DEF,Wolves,563,0.06,2
Max Kilman,DEF,Wolves,563,0.01,-1
Max Kilman,DEF,Wolves,563,0.15,8
Tom King,GK,Wolves,564,0,0
Tom King,GK,Wolves,564,0,0
Tom King,GK,Wolves,564,0,0
Mario Lemina,MID,Wolves,565,0.11,1
Mario Lemina,MID,Wolves,565,0.7,2
Mario Lemina,MID,Wolves,565,0.06,2
Matheus Luiz Nunes,MID,Wolves,566,0.08,2
Matheus Luiz Nunes,MID,Wolves,566,0.22,-1
Matheus Luiz Nunes,MID,Wolves,566,0,0
Pedro Lomba Neto,MID,Wolves,567,1.14,1
Pedro Lomba Neto,MID,Wolves,567,0.18,2
Pedro Lomba Neto,MID,Wolves,567,0.49,7
Daniel Castelo Podence,MID,Wolves,568,0,0
Daniel Castelo Podence,MID,Wolves,568,0,0
Daniel Castelo Podence,MID,Wolves,568,0,0
José Malheiro de Sá,GK,Wolves,569,0,2
José Malheiro de Sá,GK,Wolves,569,0,1
José Malheiro de Sá,GK,Wolves,569,0,11
Pablo Sarabia,MID,Wolves,570,0.36,3
Pablo Sarabia,MID,Wolves,570,0.34,4
Pablo Sarabia,MID,Wolves,570,0.31,1
Matija Šarkić,GK,Wolves,571,0,0
Matija Šarkić,GK,Wolves,571,0,0
Matija Šarkić,GK,Wolves,571,0,0
Nélson Cabral Semedo,DEF,Wolves,572,0.13,2
Nélson Cabral Semedo,DEF,Wolves,572,0.03,0
Nélson Cabral Semedo,DEF,Wolves,572,0.01,5
Toti António Gomes,DEF,Wolves,573,0,0
Toti António Gomes,DEF,Wolves,573,0,1
Toti António Gomes,DEF,Wolves,573,0,1
Boubacar Traoré,MID,Wolves,574,0,0
Boubacar Traoré,MID,Wolves,574,0,0
Boubacar Traoré,MID,Wolves,574,0,0
Tom Lockyer,DEF,Luton,575,0.01,0
Tom Lockyer,DEF,Luton,575,0.01,0
Jack Robinson,DEF,Sheffield Utd,576,0,2
Jack Robinson,DEF,Sheffield Utd,576,0.07,1
Jack Robinson,DEF,Sheffield Utd,576,0,1
Angelo Ogbonna,DEF,West Ham,577,0,0
Angelo Ogbonna,DEF,West Ham,577,0,1
Angelo Ogbonna,DEF,West Ham,577,0,2
Reiss Nelson,MID,Arsenal,578,0,0
Reiss Nelson,MID,Arsenal,578,0,0
Reiss Nelson,MID,Arsenal,578,0,0
Andy Lonergan,GK,Everton,579,0,0
Andy Lonergan,GK,Everton,579,0,0
Andy Lonergan,GK,Everton,579,0,0
Loris Karius,GK,Newcastle,580,0,0
Loris Karius,GK,Newcastle,580,0,0
Loris Karius,GK,Newcastle,580,0,0
Paul Dummett,DEF,Newcastle,581,0,0
Paul Dummett,DEF,Newcastle,581,0,0
Paul Dummett,DEF,Newcastle,581,0,0
Pelly Ruddock Mpanzu,MID,Luton,582,0.26,2
Pelly Ruddock Mpanzu,MID,Luton,582,0.01,1
Manor Solomon,MID,Spurs,583,0,0
Manor Solomon,MID,Spurs,583,0,1
Manor Solomon,MID,Spurs,583,0,0
Pau Torres,DEF,Aston Villa,584,0.02,0
Pau Torres,DEF,Aston Villa,584,0,6
Pau Torres,DEF,Aston Villa,584,0.01,2
Jurriën Timber,DEF,Arsenal,585,0.01,0
Jurriën Timber,DEF,Arsenal,585,0,0
Jurriën Timber,DEF,Arsenal,585,0,0
Tahith Chong,MID,Luton,586,0.01,2
Tahith Chong,MID,Luton,586,0.06,2
Anis Slimane,MID,Sheffield Utd,587,0,0
Anis Slimane,MID,Sheffield Utd,587,0,0
Anis Slimane,MID,Sheffield Utd,587,0,0
Ashley Young,DEF,Everton,588,0.1,2
Ashley Young,DEF,Everton,588,0.02,0
Ashley Young,DEF,Everton,588,0.38,2
Ângelo Gabriel Borges Damaceno,MID,Chelsea,589,0,0
Ângelo Gabriel Borges Damaceno,MID,Chelsea,589,0,0
Ângelo Gabriel Borges Damaceno,MID,Chelsea,589,0,0
Matheus Santos Carneiro Da Cunha,FWD,Wolves,590,0.52,2
Matheus Santos Carneiro Da Cunha,FWD,Wolves,590,0.78,2
Matheus Santos Carneiro Da Cunha,FWD,Wolves,590,0.17,2
Willian Borges da Silva,MID,Fulham,591,0.04,0
Willian Borges da Silva,MID,Fulham,591,0.07,1
Willian Borges da Silva,MID,Fulham,591,0,0
Yasser Larouci,DEF,Sheffield Utd,592,0,1
Yasser Larouci,DEF,Sheffield Utd,592,0,1
Yasser Larouci,DEF,Sheffield Utd,592,0.08,1
Bénie Traoré,FWD,Sheffield Utd,593,0.08,2
Bénie Traoré,FWD,Sheffield Utd,593,0.3,2
Bénie Traoré,FWD,Sheffield Utd,593,0.09,2
Zeki Amdouni,FWD,Burnley,594,0.03,2
Zeki Amdouni,FWD,Burnley,594,0.07,2
Milos Kerkez,DEF,Bournemouth,595,0.05,2
Milos Kerkez,DEF,Bournemouth,595,0.01,1
Milos Kerkez,DEF,Bournemouth,595,0.02,1
James Trafford,GK,Burnley,596,0,2
James Trafford,GK,Burnley,596,0,2
André Onana,GK,Man Utd,597,0,9
André Onana,GK,Man Utd,597,0,2
André Onana,GK,Man Utd,597,0,0
Matt Doherty,DEF,Wolves,598,0,0
Matt Doherty,DEF,Wolves,598,0,0
Matt Doherty,DEF,Wolves,598,0,0
Moussa Diaby,MID,Aston Villa,599,0.47,7
Moussa Diaby,MID,Aston Villa,599,0.52,3
Moussa Diaby,MID,Aston Villa,599,0.28,12
Nathan Redmond,MID,Burnley,600,0,1
Nathan Redmond,MID,Burnley,600,0.01,1
Arnaut Danjuma Groeneveld,MID,Everton,601,0.01,1
Arnaut Danjuma Groeneveld,MID,Everton,601,0.29,1
Arnaut Danjuma Groeneveld,MID,Everton,601,0.4,2
Issa Kaboré,DEF,Luton,602,0.28,1
Issa Kaboré,DEF,Luton,602,0.03,1
Harvey Barnes,MID,Newcastle,603,1.16,11
Harvey Barnes,MID,Newcastle,603,0.04,0
Harvey Barnes,MID,Newcastle,603,0.09,1
Olu Aina,DEF,Nott'm Forest,604,0.02,0
Olu Aina,DEF,Nott'm Forest,604,0,0
Olu Aina,DEF,Nott'm Forest,604,0.01,0
Luca Koleosho,MID,Burnley,605,0.09,2
Luca Koleosho,MID,Burnley,605,0.13,2
Igor Julio dos Santos de Paulo,DEF,Brighton,606,0,0
Igor Julio dos Santos de Paulo,DEF,Brighton,606,0,0
Igor Julio dos Santos de Paulo,DEF,Brighton,606,0,0
Ionuț Radu,GK,Bournemouth,607,0,0
Ionuț Radu,GK,Bournemouth,607,0,0
Ionuț Radu,GK,Bournemouth,607,0,0
Jacob Bruun Larsen,MID,Burnley,608,0.03,1
Jacob Bruun Larsen,MID,Burnley,608,0.01,1
Ian Maatsen,MID,Chelsea,609,0.01,1
Ian Maatsen,MID,Chelsea,609,0,0
Ian Maatsen,MID,Chelsea,609,0,0
Calvin Bassey,DEF,Fulham,610,0,0
Calvin Bassey,DEF,Fulham,610,0,1
Calvin Bassey,DEF,Fulham,610,0,-2
Axel Disasi,DEF,Chelsea,611,0.48,11
Axel Disasi,DEF,Chelsea,611,0.03,0
Axel Disasi,DEF,Chelsea,611,0.06,6
Lesley Ugochukwu,MID,Chelsea,613,0,1
Lesley Ugochukwu,MID,Chelsea,613,0,0
Lesley Ugochukwu,MID,Chelsea,613,0.04,1
Thomas Kaminski,GK,Luton,614,0,3
Thomas Kaminski,GK,Luton,614,0,2
Matheus França de Oliveira,MID,Crystal Palace,615,0,0
Matheus França de Oliveira,MID,Crystal Palace,615,0,0
Matheus França de Oliveira,MID,Crystal Palace,615,0,0
Joško Gvardiol,DEF,Man City,616,0,1
Joško Gvardiol,DEF,Man City,616,0.01,6
Joško Gvardiol,DEF,Man City,616,0.04,2
Rasmus Højlund,FWD,Man Utd,617,0,0
Rasmus Højlund,FWD,Man Utd,617,0,0
Rasmus Højlund,FWD,Man Utd,617,0,0
Omari Kellyman,MID,Aston Villa,618,0,0
Omari Kellyman,MID,Aston Villa,618,0,0
Omari Kellyman,MID,Aston Villa,618,0,0
Ben Greenwood,DEF,Bournemouth,619,0,0
Ben Greenwood,DEF,Bournemouth,619,0,0
Ben Greenwood,DEF,Bournemouth,619,0,0
Michale Olakigbe,MID,Brentford,620,0,0
Michale Olakigbe,MID,Brentford,620,0,0
Michale Olakigbe,MID,Brentford,620,0,0
Jack Hinshelwood,MID,Brighton,621,0,0
Jack Hinshelwood,MID,Brighton,621,0,0
Jack Hinshelwood,MID,Brighton,621,0,0
Owen Dodgson,DEF,Burnley,622,0,0
Owen Dodgson,DEF,Burnley,622,0,0
Mason Burstow,FWD,Chelsea,623,0,0
Mason Burstow,FWD,Chelsea,623,0,1
Mason Burstow,FWD,Chelsea,623,0,1
Lewis Dobbin,MID,Everton,624,0,1
Lewis Dobbin,MID,Everton,624,0,1
Lewis Dobbin,MID,Everton,624,0.07,3
Luc De Fougerolles,DEF,Fulham,625,0,0
Luc De Fougerolles,DEF,Fulham,625,0,0
Luc De Fougerolles,DEF,Fulham,625,0,0
Jarell Quansah,DEF,Liverpool,626,0,0
Jarell Quansah,DEF,Liverpool,626,0,0
Jarell Quansah,DEF,Liverpool,626,0,1
Bobby Clark,MID,Liverpool,627,0,0
Bobby Clark,MID,Liverpool,627,0,0
Bobby Clark,MID,Liverpool,627,0,0
Ben Doak,MID,Liverpool,628,0,1
Ben Doak,MID,Liverpool,628,0,0
Ben Doak,MID,Liverpool,628,0,0
James McConnell,MID,Liverpool,629,0,0
James McConnell,MID,Liverpool,629,0,0
James McConnell,MID,Liverpool,629,0,0
Ross Barkley,MID,Luton,630,0,0
Ross Barkley,MID,Luton,630,0.1,2
Jacob Brown,FWD,Luton,631,0.12,4
Jacob Brown,FWD,Luton,631,0.07,0
Omari Forson,MID,Man Utd,632,0,0
Omari Forson,MID,Man Utd,632,0,0
Omari Forson,MID,Man Utd,632,0,0
Tino Livramento,DEF,Newcastle,633,0,0
Tino Livramento,DEF,Newcastle,633,0,1
Tino Livramento,DEF,Newcastle,633,0,0
Alex Murphy,DEF,Newcastle,634,0,0
Alex Murphy,DEF,Newcastle,634,0,0
Alex Murphy,DEF,Newcastle,634,0,0
Lewis Miley,MID,Newcastle,635,0,0
Lewis Miley,MID,Newcastle,635,0,0
Lewis Miley,MID,Newcastle,635,0,0
George Shelvey,GK,Nott'm Forest,636,0,0
George Shelvey,GK,Nott'm Forest,636,0,0
George Shelvey,GK,Nott'm Forest,636,0,0
Josh Powell,DEF,Nott'm Forest,637,0,0
Josh Powell,DEF,Nott'm Forest,637,0,0
Josh Powell,DEF,Nott'm Forest,637,0,0
Vini de Souza Costa,MID,Sheffield Utd,638,0,1
Vini de Souza Costa,MID,Sheffield Utd,638,0.06,1
Vini de Souza Costa,MID,Sheffield Utd,638,0,1
Micky van de Ven,DEF,Spurs,639,0.07,1
Micky van de Ven,DEF,Spurs,639,0.01,7
Micky van de Ven,DEF,Spurs,639,0,6
Dane Scarlett,FWD,Spurs,640,0,0
Dane Scarlett,FWD,Spurs,640,0,0
Dane Scarlett,FWD,Spurs,640,0,0
Alejo Véliz,FWD,Spurs,641,0,0
Alejo Véliz,FWD,Spurs,641,0,0
Alejo Véliz,FWD,Spurs,641,0,0
Edson Álvarez Velázquez,MID,West Ham,642,0,0
Edson Álvarez Velázquez,MID,West Ham,642,0,1
Edson Álvarez Velázquez,MID,West Ham,642,0,1
Max Aarons,DEF,Bournemouth,643,0.07,2
Max Aarons,DEF,Bournemouth,643,0.04,1
Max Aarons,DEF,Bournemouth,643,0.07,1
Alex Scott,MID,Bournemouth,644,0,0
Alex Scott,MID,Bournemouth,644,0,0
Alex Scott,MID,Bournemouth,644,0,0
Youssef Ramalho Chermiti,FWD,Everton,645,0,0
Youssef Ramalho Chermiti,FWD,Everton,645,0,0
Youssef Ramalho Chermiti,FWD,Everton,645,0.09,0
Karl Hein,GK,Arsenal,646,0,0
Karl Hein,GK,Arsenal,646,0,0
Karl Hein,GK,Arsenal,646,0,0
Joseph Anang,GK,West Ham,647,0,0
Joseph Anang,GK,West Ham,647,0,0
Joseph Anang,GK,West Ham,647,0,0
Aidan Francis-Clarke,DEF,Luton,648,0,0
Aidan Francis-Clarke,DEF,Luton,648,0,0
Thomas Cannon,FWD,Everton,649,0,0
Thomas Cannon,FWD,Everton,649,0,0
Thomas Cannon,FWD,Everton,649,0,1
Tyler Onyango,MID,Everton,650,0,0
Tyler Onyango,MID,Everton,650,0,1
Tyler Onyango,MID,Everton,650,0,0
Jay Stansfield,FWD,Fulham,651,0,0
Jay Stansfield,FWD,Fulham,651,0,0
Jay Stansfield,FWD,Fulham,651,0,0
Matthew Dibley-Dias,MID,Fulham,652,0,0
Matthew Dibley-Dias,MID,Fulham,652,0,0
Matthew Dibley-Dias,MID,Fulham,652,0,0
Femi Seriki,DEF,Sheffield Utd,653,0,0
Femi Seriki,DEF,Sheffield Utd,653,0,0
Femi Seriki,DEF,Sheffield Utd,653,0,0
Louie Marsh,FWD,Sheffield Utd,654,0,0
Louie Marsh,FWD,Sheffield Utd,654,0,0
Louie Marsh,FWD,Sheffield Utd,654,0,0
Andre Brooks,MID,Sheffield Utd,655,0.01,1
Andre Brooks,MID,Sheffield Utd,655,0,1
Andre Brooks,MID,Sheffield Utd,655,0,0
Antwoine Hackford,FWD,Sheffield Utd,656,0,1
Antwoine Hackford,FWD,Sheffield Utd,656,0,1
Antwoine Hackford,FWD,Sheffield Utd,656,0,0
Jesurun Rak-Sakyi,MID,Crystal Palace,657,0,0
Jesurun Rak-Sakyi,MID,Crystal Palace,657,0.1,1
Jesurun Rak-Sakyi,MID,Crystal Palace,657,0,0
John-Kymani Gordon,FWD,Crystal Palace,658,0,0
John-Kymani Gordon,FWD,Crystal Palace,658,0,0
John-Kymani Gordon,FWD,Crystal Palace,658,0,0
Lucas Bergström,GK,Chelsea,659,0,0
Lucas Bergström,GK,Chelsea,659,0,0
Lucas Bergström,GK,Chelsea,659,0,0
Wilson Odobert,MID,Burnley,660,0,0
Jack Harrison,MID,Everton,661,0,0
Jack Harrison,MID,Everton,661,0,0
Adama Traoré,MID,Fulham,662,0,1
Adama Traoré,MID,Fulham,662,0.12,1
Gustavo Hamer,MID,Sheffield Utd,663,0.14,6
Gustavo Hamer,MID,Sheffield Utd,663,0.16,2
James Ward-Prowse,MID,West Ham,664,0.15,9
James Ward-Prowse,MID,West Ham,664,0.92,6
Tim Krul,GK,Luton,665,0,0
Tom Davies,MID,Sheffield Utd,666,0,0
Tom Davies,MID,Sheffield Utd,666,0,0
Roméo Lavia,MID,Chelsea,667,0,0
Roméo Lavia,MID,Chelsea,667,0,0
Wataru Endo,MID,Liverpool,668,0.01,1
Wataru Endo,MID,Liverpool,668,0,1
Radek Vítek,GK,Man Utd,669,0,0
Radek Vítek,GK,Man Utd,669,0,0
Filip Marschall,GK,Aston Villa,670,0,0
Filip Marschall,GK,Aston Villa,670,0,0
Bashir Humphreys,DEF,Chelsea,671,0,0
Bashir Humphreys,DEF,Chelsea,671,0,0
Nicolò Zaniolo,MID,Aston Villa,672,0.31,1
Tyler Adams,MID,Bournemouth,673,0,0
Hannes Delcroix,DEF,Burnley,674,0.1,1
Aaron Ramsey,MID,Burnley,675,0.01,1
Konstantinos Mavropanos,DEF,West Ham,676,0,0
Deivid Washington de Souza Eugênio,FWD,Chelsea,677,0,0
Jérémy Doku,MID,Man City,678,0,0
Gonzalo Montiel,DEF,Nott'm Forest,679,0,0
Eddie Beach,GK,Chelsea,680,0,0
Diego Manuel Jadon da Silva Moreira,MID,Chelsea,681,0,0
Joseph Johnson,DEF,Luton,682,0,0
Luke Harris,MID,Fulham,683,0,0
Ethan Brierley,MID,Brentford,684,0,0
Daniel Gore,MID,Man Utd,685,0,0
Oliwier Zych,GK,Aston Villa,686,0,0
